token_lower,total_count,initial_upper_count,all_upper_count,initial_upper_ratio,all_upper_ratio
alleghany,10,10,0,1.0,0.0
alleghanys,25,25,0,1.0,0.0
allegri,6,6,0,1.0,0.0
allegro,33,7,0,0.21212121212121213,0.0
alleluia,66,24,0,0.36363636363636365,0.0
allemagne,3723,3723,1,1.0,0.00026860059092130003
allemagnes,10,10,0,1.0,0.0
alleman,5,5,0,1.0,0.0
allemand,4353,1929,5,0.44314266023432114,0.0011486331265793705
allemands,2497,1714,2,0.6864237084501401,0.0008009611533840609
allen,311,311,3,1.0,0.00964630225080386
allermy,133,133,0,1.0,0.0
alles,20,6,0,0.3,0.0
alleu,12,9,0,0.75,0.0
alleux,27,26,0,0.9629629629629629,0.0
allevard,71,71,0,1.0,0.0
allez,28491,7032,1,0.2468147836158787,3.509880313081324e-05
alliette,280,280,1,1.0,0.0035714285714285713
allix,16,16,0,1.0,0.0
allize,5,5,1,1.0,0.2
allo,27,25,0,0.9259259259259259,0.0
alloa,6,6,0,1.0,0.0
allobroges,15,13,0,0.8666666666666667,0.0
allohé,9,9,0,1.0,0.0
allondale,7,7,0,1.0,0.0
allongez,35,12,0,0.34285714285714286,0.0
allons,41649,23109,6,0.5548512569329396,0.00014406108189872507
allori,11,11,0,1.0,0.0
allos,15,15,0,1.0,0.0
allouma,22,22,0,1.0,0.0
allsmine,190,190,1,1.0,0.005263157894736842
allumez,145,74,0,0.5103448275862069,0.0
allumons,46,10,0,0.21739130434782608,0.0
alluye,5,5,0,1.0,0.0
allyre,6,6,0,1.0,0.0
allys,106,106,0,1.0,0.0
allégro,17,6,0,0.35294117647058826,0.0
alléluia,34,22,0,0.6470588235294118,0.0
allô,311,272,0,0.8745980707395499,0.0
alma,319,292,2,0.9153605015673981,0.006269592476489028
almaceda,32,32,0,1.0,0.0
almack,16,16,0,1.0,0.0
almadjik,9,9,0,1.0,0.0
almado,63,63,1,1.0,0.015873015873015872
almagrida,20,20,0,1.0,0.0
almanach,272,82,3,0.3014705882352941,0.011029411764705883
almanarre,32,32,0,1.0,0.0
almanza,11,11,0,1.0,0.0
almanzor,48,48,0,1.0,0.0
almaran,13,13,0,1.0,0.0
almarès,9,9,0,1.0,0.0
almaviva,35,35,0,1.0,0.0
almeida,5,5,0,1.0,0.0
almesky,8,8,0,1.0,0.0
almieri,6,6,0,1.0,0.0
almâni,5,5,0,1.0,0.0
almée,200,166,1,0.83,0.005
alméric,20,20,0,1.0,0.0
alnuzzi,5,5,0,1.0,0.0
alofe,44,44,0,1.0,0.0
alonsa,79,79,0,1.0,0.0
alonso,14,14,0,1.0,0.0
alonzo,142,142,1,1.0,0.007042253521126761
alors,137618,55479,19,0.4031376709442079,0.00013806333473818832
alorsse,29,6,0,0.20689655172413793,0.0
alost,21,21,0,1.0,0.0
aloys,21,21,0,1.0,0.0
aloyse,10,10,0,1.0,0.0
aloysius,104,104,1,1.0,0.009615384615384616
aloïse,11,11,0,1.0,0.0
alpe,24,23,0,0.9583333333333334,0.0
alpes,1001,998,4,0.997002997002997,0.003996003996003996
alph,5,5,2,1.0,0.4
alpha,33,7,0,0.21212121212121213,0.0
alphand,5,5,0,1.0,0.0
alphonse,1681,1677,43,0.9976204640095181,0.02558001189767995
alphonsine,386,386,0,1.0,0.0
alphy,29,29,0,1.0,0.0
alphée,7,7,0,1.0,0.0
alpilles,26,26,0,1.0,0.0
alpin,37,20,0,0.5405405405405406,0.0
alpina,30,30,1,1.0,0.03333333333333333
alpine,9,6,0,0.6666666666666666,0.0
alpines,35,22,0,0.6285714285714286,0.0
alpiniste,56,29,0,0.5178571428571429,0.0
alpoda,18,18,0,1.0,0.0
alpunares,7,7,0,1.0,0.0
alric,6,6,0,1.0,0.0
als,9,5,0,0.5555555555555556,0.0
alsace,946,946,0,1.0,0.0
alsacien,456,338,0,0.7412280701754386,0.0
alsacienne,189,123,0,0.6507936507936508,0.0
alsaciennes,30,20,0,0.6666666666666666,0.0
alsaciens,189,155,0,0.8201058201058201,0.0
alsheim,122,122,0,1.0,0.0
alshem,87,87,0,1.0,0.0
alsidorn,43,43,0,1.0,0.0
alstreim,7,7,0,1.0,0.0
alt,14,6,0,0.42857142857142855,0.0
alta,9,5,0,0.5555555555555556,0.0
altamira,43,43,0,1.0,0.0
altamonte,71,71,0,1.0,0.0
altamura,25,25,0,1.0,0.0
altamurais,6,6,0,1.0,0.0
altanéro,144,144,0,1.0,0.0
altara,18,18,0,1.0,0.0
altaverde,26,26,0,1.0,0.0
altavilla,9,9,0,1.0,0.0
altaï,11,11,0,1.0,0.0
altaïr,10,10,0,1.0,0.0
altdorf,23,23,0,1.0,0.0
alten,6,5,0,0.8333333333333334,0.0
altenberg,10,10,0,1.0,0.0
altenbourg,71,71,0,1.0,0.0
altenheim,151,151,0,1.0,0.0
altenheimer,63,63,1,1.0,0.015873015873015872
alterri,6,6,0,1.0,0.0
altesse,3938,3849,0,0.9773996952767903,0.0
altesses,141,114,0,0.8085106382978723,0.0
althor,9,9,0,1.0,0.0
althorneyshare,7,7,0,1.0,0.0
althotas,8,8,0,1.0,0.0
altidor,62,62,0,1.0,0.0
altieri,555,555,1,1.0,0.0018018018018018018
altkirch,7,7,0,1.0,0.0
altona,17,17,0,1.0,0.0
altorf,18,18,0,1.0,0.0
altorneyshare,12,12,0,1.0,0.0
altro,24,12,0,0.5,0.0
alvar,46,46,0,1.0,0.0
alvarado,16,16,0,1.0,0.0
alvard,5,5,0,1.0,0.0
alvaredo,84,84,0,1.0,0.0
alvarez,49,49,1,1.0,0.02040816326530612
alvaro,7,7,0,1.0,0.0
alvarès,39,39,0,1.0,0.0
alvez,114,114,0,1.0,0.0
alvi,39,39,0,1.0,0.0
alviella,191,191,1,1.0,0.005235602094240838
alvimar,340,340,0,1.0,0.0
alviradès,10,10,0,1.0,0.0
alvise,90,90,0,1.0,0.0
alwine,188,188,0,1.0,0.0
alwyll,6,6,0,1.0,0.0
alwyn,628,628,0,1.0,0.0
aly,7,7,0,1.0,0.0
alyscamps,16,16,0,1.0,0.0
alzar,11,10,1,0.9090909090909091,0.09090909090909091
alzey,5,5,0,1.0,0.0
alzire,49,49,0,1.0,0.0
alène,26,6,0,0.23076923076923078,0.0
alécaki,12,12,0,1.0,0.0
aléna,255,255,1,1.0,0.00392156862745098
aléoutiennes,9,9,0,1.0,0.0
aléria,16,16,0,1.0,0.0
alésia,15,15,0,1.0,0.0
ama,16,8,1,0.5,0.0625
amabel,89,89,0,1.0,0.0
amable,125,125,2,1.0,0.016
amadieu,12,12,0,1.0,0.0
amadis,97,95,0,0.979381443298969,0.0
amael,157,157,1,1.0,0.006369426751592357
amalberge,35,35,0,1.0,0.0
amalfi,103,103,0,1.0,0.0
amalia,237,237,2,1.0,0.008438818565400843
amalthée,8,8,0,1.0,0.0
amalti,5,5,0,1.0,0.0
amalu,31,31,0,1.0,0.0
amalécites,10,8,0,0.8,0.0
amalékites,6,5,0,0.8333333333333334,0.0
amama,21,21,0,1.0,0.0
aman,26,15,0,0.5769230769230769,0.0
amanani,7,7,0,1.0,0.0
amand,191,191,0,1.0,0.0
amanda,173,173,0,1.0,0.0
amandias,12,12,3,1.0,0.25
amandier,98,49,0,0.5,0.0
amandine,134,134,0,1.0,0.0
amanien,6,6,0,1.0,0.0
amar,40,40,0,1.0,0.0
amarante,94,25,0,0.26595744680851063,0.0
amaranthe,28,10,0,0.35714285714285715,0.0
amarin,22,22,0,1.0,0.0
amarou,28,28,0,1.0,0.0
amarrez,13,5,0,0.38461538461538464,0.0
amaryllis,84,67,0,0.7976190476190477,0.0
amasis,8,8,0,1.0,0.0
amathonte,16,16,0,1.0,0.0
amati,7,6,0,0.8571428571428571,0.0
amato,11,10,0,0.9090909090909091,0.0
amauri,127,127,1,1.0,0.007874015748031496
amaury,1583,1583,3,1.0,0.0018951358180669614
amaya,8,8,0,1.0,0.0
amazone,961,273,0,0.28407908428720086,0.0
amaël,5,5,0,1.0,0.0
ambarès,24,24,0,1.0,0.0
amber,5,5,0,1.0,0.0
ambermesnil,6,6,0,1.0,0.0
ambert,583,583,1,1.0,0.0017152658662092624
amberval,17,17,0,1.0,0.0
ambigu,337,209,1,0.6201780415430267,0.002967359050445104
ambleuse,15,15,0,1.0,0.0
ambleçay,45,45,0,1.0,0.0
ambo,17,5,1,0.29411764705882354,0.058823529411764705
amboise,304,303,1,0.9967105263157895,0.003289473684210526
ambrat,96,96,0,1.0,0.0
ambremont,5,5,0,1.0,0.0
ambresac,16,16,0,1.0,0.0
ambreville,194,194,1,1.0,0.005154639175257732
ambrières,6,6,0,1.0,0.0
ambrogio,20,20,0,1.0,0.0
ambroise,1550,1549,3,0.9993548387096775,0.001935483870967742
ambroisine,21,21,0,1.0,0.0
ambrosia,194,194,0,1.0,0.0
ambrosio,106,106,0,1.0,0.0
ambrumésy,26,26,0,1.0,0.0
amburgh,7,7,0,1.0,0.0
amel,22,21,0,0.9545454545454546,0.0
amelie,5,5,0,1.0,0.0
ameline,13,13,0,1.0,0.0
amelot,30,30,0,1.0,0.0
amelotte,6,6,0,1.0,0.0
amen,462,362,3,0.7835497835497836,0.006493506493506494
amenez,503,184,0,0.3658051689860835,0.0
amensé,6,6,0,1.0,0.0
amenzaga,6,6,0,1.0,0.0
america,9,9,0,1.0,0.0
american,38,32,0,0.8421052631578947,0.0
amersfort,8,8,0,1.0,0.0
ames,71,27,8,0.38028169014084506,0.11267605633802817
ameston,98,98,1,1.0,0.01020408163265306
amette,19,19,0,1.0,0.0
ameyzieu,7,7,0,1.0,0.0
amezqueta,18,18,0,1.0,0.0
amherst,5,5,0,1.0,0.0
amici,20,12,0,0.6,0.0
amicus,6,5,0,0.8333333333333334,0.0
amiddah,6,6,0,1.0,0.0
amiel,10,10,0,1.0,0.0
amiens,421,421,2,1.0,0.004750593824228029
amiet,17,17,1,1.0,0.058823529411764705
amigo,35,9,1,0.2571428571428571,0.02857142857142857
amigos,15,7,0,0.4666666666666667,0.0
amilcar,13,13,0,1.0,0.0
amina,5,5,0,1.0,0.0
amine,279,277,2,0.992831541218638,0.007168458781362007
amirauté,229,132,1,0.5764192139737991,0.004366812227074236
ammalat,455,455,0,1.0,0.0
amman,7,5,0,0.7142857142857143,0.0
ammien,10,10,0,1.0,0.0
ammon,42,41,0,0.9761904761904762,0.0
ammonaria,6,6,0,1.0,0.0
amolin,6,6,0,1.0,0.0
amor,49,18,3,0.3673469387755102,0.061224489795918366
amorey,24,24,0,1.0,0.0
amorgos,8,8,0,1.0,0.0
amoros,8,7,0,0.875,0.0
amortown,12,12,0,1.0,0.0
amos,18,18,0,1.0,0.0
amou,27,7,0,0.25925925925925924,0.0
amouroff,23,23,1,1.0,0.043478260869565216
amouroux,11,9,1,0.8181818181818182,0.09090909090909091
amphion,11,11,0,1.0,0.0
amphitrite,50,50,0,1.0,0.0
amphoux,9,9,0,1.0,0.0
ampolis,33,33,1,1.0,0.030303030303030304
ampère,29,29,1,1.0,0.034482758620689655
amra,10,8,0,0.8,0.0
amrum,18,18,0,1.0,0.0
amry,13,13,0,1.0,0.0
amstadt,72,72,0,1.0,0.0
amsterdam,423,423,0,1.0,0.0
amtrim,5,5,0,1.0,0.0
amurat,10,10,0,1.0,0.0
amusez,284,84,0,0.29577464788732394,0.0
amy,233,224,0,0.9613733905579399,0.0
amyclès,12,12,0,1.0,0.0
amyclée,13,13,0,1.0,0.0
amyntas,39,38,1,0.9743589743589743,0.02564102564102564
amyot,57,57,7,1.0,0.12280701754385964
amé,68,55,0,0.8088235294117647,0.0
amédée,971,971,14,1.0,0.014418125643666324
amédéo,254,254,1,1.0,0.003937007874015748
amélia,109,109,0,1.0,0.0
améliane,13,13,0,1.0,0.0
amélie,2149,2147,5,0.9990693345742205,0.002326663564448581
améric,10,10,0,1.0,0.0
américain,2657,1604,5,0.6036883703424916,0.001881821603312006
américaine,1494,614,4,0.4109772423025435,0.002677376171352075
américaines,456,115,1,0.25219298245614036,0.0021929824561403508
américains,1245,832,0,0.668273092369478,0.0
amérique,4415,4415,13,1.0,0.002944507361268403
amériques,115,115,0,1.0,0.0
ana,20,8,0,0.4,0.0
anacapri,5,5,0,1.0,0.0
anacharsia,114,114,1,1.0,0.008771929824561403
anacharsis,54,54,2,1.0,0.037037037037037035
anaclet,8,8,0,1.0,0.0
anacréon,58,58,0,1.0,0.0
anadyomène,23,15,1,0.6521739130434783,0.043478260869565216
anakoui,9,9,0,1.0,0.0
anaktar,6,6,0,1.0,0.0
anamalis,14,13,0,0.9285714285714286,0.0
anang,94,94,0,1.0,0.0
ananias,7,7,0,1.0,0.0
anankè,6,5,0,0.8333333333333334,0.0
ananta,8,8,0,1.0,0.0
anastagille,7,7,0,1.0,0.0
anastas,5,5,0,1.0,0.0
anastase,36,36,1,1.0,0.027777777777777776
anastasie,182,182,3,1.0,0.016483516483516484
anathilde,55,55,0,1.0,0.0
anatole,1361,1361,19,1.0,0.013960323291697281
anatolie,22,22,1,1.0,0.045454545454545456
anatoly,9,9,0,1.0,0.0
anaxagore,12,12,0,1.0,0.0
anaïk,28,28,0,1.0,0.0
anaïs,209,209,2,1.0,0.009569377990430622
ancas,9,9,1,1.0,0.1111111111111111
ancel,22,22,0,1.0,0.0
ancelin,318,318,1,1.0,0.0031446540880503146
ancelles,5,5,0,1.0,0.0
ancelot,7,7,0,1.0,0.0
ancenis,60,60,0,1.0,0.0
anchesme,6,6,0,1.0,0.0
anchise,21,21,0,1.0,0.0
anchor,8,6,0,0.75,0.0
ancillon,5,5,0,1.0,0.0
ancivel,17,17,0,1.0,0.0
ancon,7,7,0,1.0,0.0
ancona,7,7,0,1.0,0.0
ancourt,11,10,0,0.9090909090909091,0.0
ancre,1617,327,5,0.20222634508348794,0.0030921459492888066
ancy,5,5,0,1.0,0.0
ancône,40,40,0,1.0,0.0
anda,12,9,0,0.75,0.0
andaine,6,6,0,1.0,0.0
andalous,63,24,0,0.38095238095238093,0.0
andalouse,165,103,0,0.6242424242424243,0.0
andalouses,42,29,0,0.6904761904761905,0.0
andalousie,160,160,0,1.0,0.0
andaman,6,6,0,1.0,0.0
andaye,5,5,0,1.0,0.0
andelle,8,8,0,1.0,0.0
andelot,42,42,0,1.0,0.0
andelys,95,95,0,1.0,0.0
anderego,5,5,0,1.0,0.0
andermatt,272,272,0,1.0,0.0
andernach,58,58,1,1.0,0.017241379310344827
andersen,13,13,1,1.0,0.07692307692307693
anderson,454,454,0,1.0,0.0
andervilliers,6,6,0,1.0,0.0
andes,167,165,0,0.9880239520958084,0.0
andeville,121,121,0,1.0,0.0
andia,6,6,0,1.0,0.0
andiamo,25,9,0,0.36,0.0
andillot,6,6,0,1.0,0.0
andilly,109,109,0,1.0,0.0
andoche,248,248,0,1.0,0.0
andonville,15,15,0,1.0,0.0
andorre,19,19,0,1.0,0.0
andouiller,14,9,0,0.6428571428571429,0.0
andouilly,8,8,0,1.0,0.0
andover,5,5,0,1.0,0.0
andracus,6,6,0,1.0,0.0
andral,13,13,0,1.0,0.0
andras,342,342,0,1.0,0.0
andray,20,20,0,1.0,0.0
andre,16,14,13,0.875,0.8125
andrea,463,463,0,1.0,0.0
andreasberg,7,7,1,1.0,0.14285714285714285
andrecy,5,5,0,1.0,0.0
andreievna,42,42,0,1.0,0.0
andresy,6,6,1,1.0,0.16666666666666666
andrette,20,20,0,1.0,0.0
andreusse,20,20,0,1.0,0.0
andrew,65,65,0,1.0,0.0
andrewitsch,266,266,0,1.0,0.0
andrews,17,17,0,1.0,0.0
andrez,6,6,0,1.0,0.0
andreæ,5,5,0,1.0,0.0
andria,44,44,0,1.0,0.0
andrianzanahr,6,6,0,1.0,0.0
andrieux,29,29,1,1.0,0.034482758620689655
andriguet,5,5,0,1.0,0.0
andrimaud,132,132,0,1.0,0.0
andrinople,85,49,0,0.5764705882352941,0.0
androclès,17,17,0,1.0,0.0
andromaque,81,81,5,1.0,0.06172839506172839
andromède,33,33,1,1.0,0.030303030303030304
andronic,134,134,0,1.0,0.0
andros,11,11,0,1.0,0.0
andry,23,23,0,1.0,0.0
andrès,40,40,0,1.0,0.0
andré,10576,10572,84,0.9996217851739788,0.00794251134644478
andréa,1242,1242,3,1.0,0.0024154589371980675
andrée,1634,1634,1,1.0,0.0006119951040391676
andréide,14,11,0,0.7857142857142857,0.0
andréino,7,7,0,1.0,0.0
andréovitch,17,17,0,1.0,0.0
andrésita,148,148,0,1.0,0.0
andrésy,59,58,1,0.9830508474576272,0.01694915254237288
andréïde,91,82,0,0.9010989010989011,0.0
andréïevitch,52,52,1,1.0,0.019230769230769232
andujar,5,5,0,1.0,0.0
anduze,9,9,0,1.0,0.0
andy,42,42,1,1.0,0.023809523809523808
andéol,21,21,0,1.0,0.0
ane,75,74,1,0.9866666666666667,0.013333333333333334
anejo,5,5,0,1.0,0.0
anes,12,11,1,0.9166666666666666,0.08333333333333333
anestor,20,20,0,1.0,0.0
anet,13,13,0,1.0,0.0
anetta,12,12,0,1.0,0.0
anfoux,5,5,0,1.0,0.0
anfrannes,32,32,0,1.0,0.0
anfredi,5,5,0,1.0,0.0
anfresi,6,6,0,1.0,0.0
anfry,222,222,70,1.0,0.3153153153153153
ang,20,7,0,0.35,0.0
angamarre,21,21,0,1.0,0.0
angara,74,74,0,1.0,0.0
angekkut,11,5,0,0.45454545454545453,0.0
angel,445,444,1,0.9977528089887641,0.0022471910112359553
angela,38,38,0,1.0,0.0
angeles,26,26,0,1.0,0.0
angeli,9,6,0,0.6666666666666666,0.0
angelica,389,388,0,0.9974293059125964,0.0
angelico,57,56,0,0.9824561403508771,0.0
angelina,96,96,0,1.0,0.0
angeline,126,126,1,1.0,0.007936507936507936
angelmann,34,34,0,1.0,0.0
angelo,321,319,6,0.9937694704049844,0.018691588785046728
angelotto,9,9,0,1.0,0.0
angelus,196,162,2,0.826530612244898,0.01020408163265306
angely,5,5,0,1.0,0.0
angenis,13,13,0,1.0,0.0
angennes,22,22,0,1.0,0.0
angers,609,609,1,1.0,0.0016420361247947454
angerville,15,15,0,1.0,0.0
angeville,130,130,0,1.0,0.0
angevin,25,10,0,0.4,0.0
angevine,40,19,0,0.475,0.0
angevins,80,63,0,0.7875,0.0
anghel,101,101,0,1.0,0.0
angibault,53,53,0,1.0,0.0
angillon,6,6,0,1.0,0.0
angiola,8,8,0,1.0,0.0
angiolieri,9,9,0,1.0,0.0
angiolina,39,39,0,1.0,0.0
angkor,116,116,1,1.0,0.008620689655172414
anglais,16943,9903,50,0.5844891695685533,0.002951071238859706
anglaise,4318,1109,5,0.2568318666049097,0.001157943492357573
anglaises,1172,301,1,0.2568259385665529,0.0008532423208191126
anglas,72,72,0,1.0,0.0
anglefort,8,8,0,1.0,0.0
anglemont,36,36,0,1.0,0.0
angleterre,7451,7448,13,0.9995973694806066,0.0017447322507046035
anglicans,30,8,0,0.26666666666666666,0.0
angliche,13,10,0,0.7692307692307693,0.0
angliches,19,18,0,0.9473684210526315,0.0
anglo,456,213,1,0.46710526315789475,0.0021929824561403508
anglois,159,141,0,0.8867924528301887,0.0
angloturqui,32,32,0,1.0,0.0
anglure,125,125,0,1.0,0.0
ango,11,11,0,1.0,0.0
angola,38,38,0,1.0,0.0
angot,13,13,0,1.0,0.0
angoulème,8,8,0,1.0,0.0
angoulême,1285,1285,2,1.0,0.0015564202334630351
angoumois,33,25,0,0.7575757575757576,0.0
angoville,18,18,0,1.0,0.0
angra,10,10,0,1.0,0.0
angri,29,29,0,1.0,0.0
anguerrand,369,369,5,1.0,0.013550135501355014
anguin,6,6,0,1.0,0.0
angus,243,242,0,0.9958847736625515,0.0
angustura,34,24,0,0.7058823529411765,0.0
angèle,4275,4274,21,0.9997660818713451,0.004912280701754386
angélia,141,141,3,1.0,0.02127659574468085
angélica,29,29,0,1.0,0.0
angélie,340,340,0,1.0,0.0
angélina,146,146,0,1.0,0.0
angéline,311,311,5,1.0,0.01607717041800643
angélique,2538,1421,4,0.5598896769109535,0.0015760441292356187
angélo,9,9,0,1.0,0.0
angélus,249,123,2,0.4939759036144578,0.008032128514056224
angély,131,131,0,1.0,0.0
anhalt,14,14,0,1.0,0.0
anhita,66,66,0,1.0,0.0
anicet,5,5,0,1.0,0.0
anicette,23,23,0,1.0,0.0
anicetus,9,9,0,1.0,0.0
aniche,7,7,0,1.0,0.0
anicia,47,47,0,1.0,0.0
anicétus,23,23,0,1.0,0.0
anie,211,209,0,0.990521327014218,0.0
aniello,5,5,0,1.0,0.0
anika,33,33,0,1.0,0.0
anille,18,18,0,1.0,0.0
anio,23,23,1,1.0,0.043478260869565216
aniouta,542,542,0,1.0,0.0
anita,612,612,0,1.0,0.0
anjault,167,167,3,1.0,0.017964071856287425
anjorrant,24,24,0,1.0,0.0
anjou,1674,1670,2,0.997610513739546,0.0011947431302270011
anjouan,21,21,0,1.0,0.0
ankastrem,13,13,0,1.0,0.0
ankhataouï,5,5,0,1.0,0.0
anlage,6,6,0,1.0,0.0
ann,380,358,1,0.9421052631578948,0.002631578947368421
anna,2263,2262,34,0.9995581087052585,0.015024304021210782
annabel,350,350,0,1.0,0.0
annabella,11,11,9,1.0,0.8181818181818182
annaeus,16,16,0,1.0,0.0
annagasse,11,11,0,1.0,0.0
annah,119,119,0,1.0,0.0
annam,87,87,3,1.0,0.034482758620689655
annamite,96,55,1,0.5729166666666666,0.010416666666666666
annamites,76,39,0,0.5131578947368421,0.0
annan,6,6,0,1.0,0.0
annaïc,75,75,0,1.0,0.0
annaïs,355,355,0,1.0,0.0
anndas,5,5,0,1.0,0.0
anne,5766,5706,15,0.9895941727367326,0.0026014568158168575
annecy,103,103,1,1.0,0.009708737864077669
anneli,7,7,0,1.0,0.0
annetje,113,113,1,1.0,0.008849557522123894
annette,1843,1843,5,1.0,0.0027129679869777536
annibal,435,435,2,1.0,0.004597701149425287
annick,7,7,0,1.0,0.0
annie,900,900,2,1.0,0.0022222222222222222
annik,48,48,0,1.0,0.0
annilis,19,19,0,1.0,0.0
anningait,9,9,0,1.0,0.0
anno,19,7,4,0.3684210526315789,0.21052631578947367
annonay,6,6,0,1.0,0.0
annoncez,272,81,0,0.2977941176470588,0.0
annonciade,459,459,1,1.0,0.002178649237472767
annonciades,9,7,0,0.7777777777777778,0.0
annonciation,66,48,0,0.7272727272727273,0.0
annou,28,28,0,1.0,0.0
annouchka,132,132,0,1.0,0.0
annuaire,127,51,0,0.4015748031496063,0.0
annunziata,36,36,0,1.0,0.0
annunzio,9,9,0,1.0,0.0
anny,17,17,0,1.0,0.0
anoor,29,29,0,1.0,0.0
anouba,9,9,0,1.0,0.0
anouchka,12,12,1,1.0,0.08333333333333333
anquetil,27,27,0,1.0,0.0
anquetin,17,17,0,1.0,0.0
ansano,65,65,0,1.0,0.0
anseaume,7,7,0,1.0,0.0
anselme,1410,1410,1,1.0,0.0007092198581560284
anspach,37,37,0,1.0,0.0
anstatt,18,18,0,1.0,0.0
antananarivo,20,20,0,1.0,0.0
antar,7,7,0,1.0,0.0
antarctide,38,38,0,1.0,0.0
ante,44,14,1,0.3181818181818182,0.022727272727272728
antechrist,23,20,0,0.8695652173913043,0.0
antequerre,31,31,0,1.0,0.0
anterôs,10,10,0,1.0,0.0
anthan,5,5,0,1.0,0.0
anthas,8,8,0,1.0,0.0
anthelme,89,89,0,1.0,0.0
anthenay,7,7,0,1.0,0.0
anthieux,10,10,0,1.0,0.0
anthime,358,358,1,1.0,0.002793296089385475
anthoine,10,10,0,1.0,0.0
anthonovna,23,23,1,1.0,0.043478260869565216
anthony,9,9,0,1.0,0.0
anthyme,20,20,0,1.0,0.0
antibes,154,154,0,1.0,0.0
antiboul,7,7,1,1.0,0.14285714285714285
anticipant,18,5,0,0.2777777777777778,0.0
anticosti,30,30,0,1.0,0.0
antifer,12,12,0,1.0,0.0
antigny,8,8,0,1.0,0.0
antigone,59,59,0,1.0,0.0
antilles,257,257,0,1.0,0.0
antillia,133,133,0,1.0,0.0
antilly,5,5,0,1.0,0.0
antilope,251,108,2,0.4302788844621514,0.00796812749003984
antimarah,29,8,0,0.27586206896551724,0.0
antimarahs,32,23,3,0.71875,0.09375
antimo,5,5,0,1.0,0.0
antin,608,608,1,1.0,0.001644736842105263
antinous,5,5,0,1.0,0.0
antinoé,16,16,0,1.0,0.0
antinoüs,94,93,0,0.9893617021276596,0.0
antioche,72,72,0,1.0,0.0
antiochus,28,28,0,1.0,0.0
antiope,15,15,0,1.0,0.0
antipas,53,53,0,1.0,0.0
anto,9,9,0,1.0,0.0
antoine,6322,6320,232,0.999683644416324,0.03669724770642202
antoinette,5626,5625,37,0.9998222538215429,0.006576608602915038
anton,70,68,0,0.9714285714285714,0.0
antonelle,5,5,0,1.0,0.0
antonelli,5,5,0,1.0,0.0
antongil,7,7,0,1.0,0.0
antoni,5,5,1,1.0,0.2
antonia,858,858,5,1.0,0.005827505827505828
antonie,692,692,1,1.0,0.001445086705202312
antoniello,33,33,0,1.0,0.0
antonietta,5,5,0,1.0,0.0
antonin,387,387,24,1.0,0.06201550387596899
antonine,1422,1422,3,1.0,0.002109704641350211
antonini,8,8,0,1.0,0.0
antonino,12,12,0,1.0,0.0
antonins,15,13,0,0.8666666666666667,0.0
antonio,1365,1365,5,1.0,0.003663003663003663
antonius,18,18,1,1.0,0.05555555555555555
antony,108,108,1,1.0,0.009259259259259259
antor,6,6,0,1.0,0.0
antraguet,129,129,0,1.0,0.0
antrain,25,25,0,1.0,0.0
antricon,8,8,0,1.0,0.0
antrim,39,39,0,1.0,0.0
antsirane,6,6,0,1.0,0.0
antunez,17,17,0,1.0,0.0
antéchrist,55,38,0,0.6909090909090909,0.0
antée,58,58,0,1.0,0.0
antékirtt,215,215,0,1.0,0.0
antékirtta,95,95,0,1.0,0.0
anténor,58,58,0,1.0,0.0
anubis,20,20,0,1.0,0.0
anuradhapura,7,7,0,1.0,0.0
anveau,11,11,0,1.0,0.0
anvers,643,643,0,1.0,0.0
anversois,55,40,0,0.7272727272727273,0.0
anville,39,39,0,1.0,0.0
any,250,79,15,0.316,0.06
anyn,5,5,0,1.0,0.0
anything,12,6,6,0.5,0.5
anzin,31,31,0,1.0,0.0
anzoleto,502,502,0,1.0,0.0
anzy,40,40,0,1.0,0.0
anéantissez,19,5,0,0.2631578947368421,0.0
aoh,134,118,0,0.8805970149253731,0.0
aor,41,41,0,1.0,0.0
aoste,42,42,0,1.0,0.0
aouda,139,139,0,1.0,0.0
aouka,68,68,0,1.0,0.0
aousa,38,38,0,1.0,0.0
aoust,6,6,0,1.0,0.0
aoustin,360,360,0,1.0,0.0
aoustine,41,41,0,1.0,0.0
aout,19,8,8,0.42105263157894735,0.42105263157894735
aouya,18,18,0,1.0,0.0
aoûn,519,519,0,1.0,0.0
apache,185,95,2,0.5135135135135135,0.010810810810810811
apacheria,9,9,0,1.0,0.0
apaches,436,335,1,0.768348623853211,0.0022935779816513763
apaisez,35,14,0,0.4,0.0
apelle,13,11,0,0.8461538461538461,0.0
apelles,10,10,0,1.0,0.0
apennin,68,68,0,1.0,0.0
apennins,66,66,0,1.0,0.0
aphrodise,7,7,0,1.0,0.0
aphrodisia,13,13,0,1.0,0.0
aphrodite,84,83,1,0.9880952380952381,0.011904761904761904
aphroditê,7,7,0,1.0,0.0
apicius,14,14,0,1.0,0.0
apiré,41,41,0,1.0,0.0
apis,30,25,0,0.8333333333333334,0.0
apocalypse,185,149,1,0.8054054054054054,0.005405405405405406
apollinaire,35,34,1,0.9714285714285714,0.02857142857142857
apolline,127,127,1,1.0,0.007874015748031496
apollo,26,26,0,1.0,0.0
apollodore,34,34,0,1.0,0.0
apollon,503,502,3,0.9980119284294234,0.005964214711729622
apollonie,10,10,0,1.0,0.0
apollonius,81,81,47,1.0,0.5802469135802469
apollons,5,5,0,1.0,0.0
