word,global_frequency,pos,lemma,is_stopword,is_proper_noun_candidate,is_content_pos
orage,5467,NOUN,orage,False,False,True
qualité,5466,NOUN,qualité,False,False,True
rideaux,5454,NOUN,rideau,False,False,True
messe,5452,NOUN,messe,False,False,True
offrait,5451,VERB,offrir,False,False,True
sentier,5450,NOUN,sentier,False,False,True
violemment,5448,ADV,violemment,False,False,True
sauvages,5447,ADJ,sauvage,False,False,True
arrivant,5445,VERB,arriver,False,False,True
chute,5436,NOUN,chute,False,False,True
riait,5429,VERB,rire,False,False,True
noblesse,5427,NOUN,noblesse,False,False,True
blonde,5427,NOUN,blonde,False,False,True
gouverneur,5426,NOUN,gouverneur,False,False,True
dignité,5413,NOUN,dignité,False,False,True
attaque,5412,NOUN,attaque,False,False,True
levé,5411,VERB,lever,False,False,True
erreur,5410,NOUN,erreur,False,False,True
rive,5408,NOUN,rive,False,False,True
passaient,5407,VERB,passer,False,False,True
atelier,5406,NOUN,atelier,False,False,True
manières,5395,NOUN,manière,False,False,True
mettant,5390,VERB,mettre,False,False,True
arrivés,5387,VERB,arriver,False,False,True
ressemblait,5383,VERB,ressembler,False,False,True
ajouter,5380,VERB,ajouter,False,False,True
personnages,5374,NOUN,personnage,False,False,True
saisir,5367,VERB,saisir,False,False,True
certitude,5361,NOUN,certitude,False,False,True
prononcé,5355,VERB,prononcer,False,False,True
traces,5353,NOUN,trace,False,False,True
fameux,5351,ADJ,fameux,False,False,True
formes,5350,NOUN,forme,False,False,True
disparaître,5349,VERB,disparaître,False,False,True
sinistre,5349,NOUN,sinistre,False,False,True
entendant,5348,VERB,entendre,False,False,True
défaut,5345,NOUN,défaut,False,False,True
changement,5345,NOUN,changement,False,False,True
gravement,5341,ADV,gravement,False,False,True
tours,5339,NOUN,tour,False,False,True
centre,5339,NOUN,centre,False,False,True
maire,5330,NOUN,maire,False,False,True
partis,5329,NOUN,parti,False,False,True
noires,5324,ADJ,noir,False,False,True
mince,5323,ADJ,mince,False,False,True
sérieusement,5323,ADV,sérieusement,False,False,True
ennui,5318,NOUN,ennui,False,False,True
remercie,5316,VERB,remercier,False,False,True
manqué,5312,VERB,manquer,False,False,True
deuil,5310,NOUN,deuil,False,False,True
sourcils,5307,ADV,sourcil,False,False,True
tremblante,5305,ADJ,tremblant,False,False,True
désire,5305,VERB,désirer,False,False,True
soutenir,5304,VERB,soutenir,False,False,True
devient,5302,VERB,devenir,False,False,True
propriétaire,5302,NOUN,propriétaire,False,False,True
rappelait,5298,VERB,rappeler,False,False,True
désirs,5287,NOUN,désir,False,False,True
verrez,5283,VERB,voir,False,False,True
visiter,5279,VERB,visiter,False,False,True
jaloux,5278,ADJ,jaloux,False,False,True
baisers,5276,NOUN,baiser,False,False,True
possédait,5273,VERB,posséder,False,False,True
sympathie,5271,NOUN,sympathie,False,False,True
viendra,5267,VERB,venir,False,False,True
croyant,5261,ADJ,croyant,False,False,True
meilleure,5258,ADJ,meilleur,False,False,True
audace,5257,ADV,audace,False,False,True
enveloppe,5256,NOUN,enveloppe,False,False,True
touché,5249,VERB,toucher,False,False,True
avenue,5242,NOUN,avenue,False,False,True
émue,5237,VERB,émouvoir,False,False,True
trésor,5235,NOUN,trésor,False,False,True
passée,5234,VERB,passer,False,False,True
né,5234,VERB,naître,False,False,True
charité,5233,NOUN,charité,False,False,True
couronne,5233,NOUN,couronne,False,False,True
venant,5232,VERB,venir,False,False,True
phrases,5230,NOUN,phrase,False,False,True
songea,5230,VERB,songer,False,False,True
étrangers,5228,ADJ,étranger,False,False,True
voyageur,5220,ADJ,voyageur,False,False,True
annoncer,5214,VERB,annoncer,False,False,True
tenaient,5211,VERB,tenir,False,False,True
mirent,5210,VERB,mettre,False,False,True
brise,5208,NOUN,brise,False,False,True
porta,5202,VERB,porter,False,False,True
longuement,5200,ADV,longuement,False,False,True
galerie,5196,NOUN,galerie,False,False,True
vêtu,5195,ADV,vêtir,False,False,True
parfait,5190,ADJ,parfait,False,False,True
allant,5189,VERB,aller,False,False,True
préparer,5186,VERB,préparer,False,False,True
possession,5179,NOUN,possession,False,False,True
ruines,5179,NOUN,ruine,False,False,True
démarche,5178,NOUN,démarche,False,False,True
lourd,5174,ADJ,lourd,False,False,True
permission,5173,NOUN,permission,False,False,True
coupé,5173,VERB,couper,False,False,True
garçons,5167,NOUN,garçon,False,False,True
gagné,5165,VERB,gagner,False,False,True
générale,5164,ADJ,général,False,False,True
incapable,5158,ADJ,incapable,False,False,True
célèbre,5152,ADJ,célèbre,False,False,True
épais,5150,ADJ,épais,False,False,True
drame,5147,NOUN,drame,False,False,True
dure,5147,ADJ,dur,False,False,True
exécution,5142,NOUN,exécution,False,False,True
descendait,5139,VERB,descendre,False,False,True
terrasse,5135,NOUN,terrasse,False,False,True
souffre,5133,VERB,souffrir,False,False,True
carte,5122,NOUN,carte,False,False,True
accompagner,5118,VERB,accompagner,False,False,True
glisser,5118,VERB,glisser,False,False,True
nuage,5118,NOUN,nuage,False,False,True
humain,5117,ADJ,humain,False,False,True
saisi,5116,VERB,saisir,False,False,True
voitures,5114,NOUN,voiture,False,False,True
chemins,5112,NOUN,chemin,False,False,True
nobles,5112,ADJ,noble,False,False,True
savant,5105,ADJ,savant,False,False,True
mouchoir,5100,NOUN,mouchoir,False,False,True
chasseur,5098,NOUN,chasseur,False,False,True
découverte,5094,NOUN,découverte,False,False,True
étoiles,5092,NOUN,étoile,False,False,True
sourde,5090,ADJ,sourd,False,False,True
poignard,5089,NOUN,poignard,False,False,True
répondis,5088,VERB,répondre,False,False,True
tas,5086,ADV,tas,False,False,True
mystérieuse,5085,ADJ,mystérieux,False,False,True
humble,5082,ADJ,humble,False,False,True
commencer,5081,VERB,commencer,False,False,True
disent,5081,VERB,dire,False,False,True
banquier,5077,NOUN,banquier,False,False,True
violent,5075,NOUN,violent,False,False,True
acheva,5074,VERB,achever,False,False,True
veulent,5068,VERB,vouloir,False,False,True
animaux,5065,NOUN,animal,False,False,True
feuille,5063,NOUN,feuille,False,False,True
réputation,5061,NOUN,réputation,False,False,True
boîte,5049,NOUN,boîte,False,False,True
jardins,5041,NOUN,jardin,False,False,True
lois,5041,NOUN,loi,False,False,True
souffrances,5040,NOUN,souffrance,False,False,True
accès,5036,NOUN,accès,False,False,True
nécessité,5035,NOUN,nécessité,False,False,True
tristement,5032,ADV,tristement,False,False,True
saison,5031,NOUN,saison,False,False,True
fermée,5028,ADJ,fermé,False,False,True
glissa,5025,VERB,glisser,False,False,True
entend,5024,VERB,entendre,False,False,True
compagne,5024,NOUN,compagne,False,False,True
ose,5023,VERB,ose,False,False,True
résister,5023,VERB,résister,False,False,True
revenant,5023,VERB,revenir,False,False,True
employé,5021,VERB,employer,False,False,True
v,5019,NOUN,v,False,False,True
prisonniers,5018,NOUN,prisonnier,False,False,True
convenu,5017,VERB,convenir,False,False,True
canon,5012,NOUN,canon,False,False,True
habile,5008,ADJ,habile,False,False,True
douleurs,5007,NOUN,douleur,False,False,True
permettre,5006,VERB,permettre,False,False,True
preuves,5004,NOUN,preuve,False,False,True
senti,4996,VERB,sentir,False,False,True
pensais,4996,NOUN,pensai,False,False,True
supporter,4995,VERB,supporter,False,False,True
qualités,4992,NOUN,qualité,False,False,True
serviteur,4992,NOUN,serviteur,False,False,True
entrant,4983,VERB,entrer,False,False,True
pouvant,4980,VERB,pouvoir,False,False,True
placer,4979,VERB,placer,False,False,True
ironie,4979,NOUN,ironie,False,False,True
méchant,4977,ADJ,méchant,False,False,True
fiancée,4974,VERB,fiancer,False,False,True
parfaite,4974,ADJ,parfait,False,False,True
élevée,4973,ADJ,élevé,False,False,True
donnaient,4972,VERB,donner,False,False,True
arrête,4970,VERB,arrêter,False,False,True
sanglots,4970,NOUN,sanglot,False,False,True
prouver,4966,VERB,prouver,False,False,True
ignorait,4966,VERB,ignorer,False,False,True
tenue,4966,NOUN,tenue,False,False,True
fraîche,4963,ADJ,frais,False,False,True
lisait,4954,VERB,lire,False,False,True
graves,4953,ADJ,grave,False,False,True
embrassa,4945,VERB,embrasser,False,False,True
villes,4940,NOUN,ville,False,False,True
portière,4939,VERB,portière,False,False,True
page,4938,NOUN,page,False,False,True
chanter,4936,VERB,chanter,False,False,True
sauta,4935,VERB,sauter,False,False,True
ambition,4931,NOUN,ambition,False,False,True
galop,4930,NOUN,galop,False,False,True
caisse,4929,NOUN,caisse,False,False,True
tombée,4929,VERB,tomber,False,False,True
voudrez,4928,VERB,vouloir,False,False,True
prières,4923,ADJ,prière,False,False,True
réponds,4922,NOUN,répond,False,False,True
mets,4922,VERB,mettre,False,False,True
entendez,4918,VERB,entendre,False,False,True
savent,4909,VERB,savoir,False,False,True
bruits,4909,NOUN,bruit,False,False,True
chercha,4901,VERB,chercher,False,False,True
comédie,4900,NOUN,comédie,False,False,True
angle,4897,NOUN,angle,False,False,True
tremblait,4895,VERB,trembler,False,False,True
émotions,4892,NOUN,émotion,False,False,True
complet,4890,ADJ,complet,False,False,True
soif,4885,NOUN,soif,False,False,True
couche,4885,NOUN,couche,False,False,True
billets,4879,NOUN,billet,False,False,True
flots,4872,NOUN,flot,False,False,True
espérances,4872,NOUN,espérance,False,False,True
solide,4871,ADJ,solide,False,False,True
précaution,4870,NOUN,précaution,False,False,True
élan,4868,NOUN,élan,False,False,True
demie,4866,NOUN,demie,False,False,True
choisi,4866,VERB,choisir,False,False,True
troupes,4864,NOUN,troupe,False,False,True
amener,4864,VERB,amener,False,False,True
énormes,4862,ADJ,énorme,False,False,True
indignation,4862,NOUN,indignation,False,False,True
tournait,4861,VERB,tourner,False,False,True
promener,4854,VERB,promener,False,False,True
causait,4852,VERB,causer,False,False,True
appartient,4848,VERB,appartenir,False,False,True
fil,4843,NOUN,fil,False,False,True
recherches,4842,NOUN,recherche,False,False,True
hésitation,4840,NOUN,hésitation,False,False,True
accord,4839,NOUN,accord,False,False,True
siècles,4833,NOUN,siècle,False,False,True
raconta,4832,VERB,raconter,False,False,True
douloureuse,4830,ADJ,douloureux,False,False,True
équipage,4828,NOUN,équipage,False,False,True
paquet,4828,NOUN,paquet,False,False,True
appui,4827,NOUN,appui,False,False,True
murailles,4822,ADJ,muraille,False,False,True
chemise,4818,NOUN,chemise,False,False,True
services,4809,NOUN,service,False,False,True
atmosphère,4807,NOUN,atmosphère,False,False,True
lait,4806,NOUN,lait,False,False,True
écriture,4805,NOUN,écriture,False,False,True
connue,4797,VERB,connaître,False,False,True
figures,4795,NOUN,figure,False,False,True
coupe,4792,NOUN,coupe,False,False,True
désordre,4791,NOUN,désordre,False,False,True
supérieure,4790,ADJ,supérieur,False,False,True
lourde,4787,ADJ,lourd,False,False,True
bref,4786,ADV,bref,False,False,True
opéra,4785,NOUN,opéra,False,False,True
recherche,4785,NOUN,recherche,False,False,True
traverser,4784,VERB,traverser,False,False,True
balle,4784,NOUN,balle,False,False,True
soigneusement,4781,ADV,soigneusement,False,False,True
trouvant,4780,VERB,trouver,False,False,True
remplir,4779,VERB,remplir,False,False,True
abîme,4776,VERB,abîmer,False,False,True
esprits,4772,NOUN,esprit,False,False,True
venger,4766,VERB,venger,False,False,True
murmure,4762,VERB,murmure,False,False,True
tristes,4760,ADJ,triste,False,False,True
quai,4759,NOUN,quai,False,False,True
fruits,4757,NOUN,fruit,False,False,True
bords,4752,NOUN,bord,False,False,True
cachait,4750,VERB,cacher,False,False,True
douloureux,4749,ADJ,douloureux,False,False,True
tue,4746,VERB,taire,False,False,True
devais,4746,VERB,devoir,False,False,True
contente,4743,ADJ,content,False,False,True
apparition,4742,NOUN,apparition,False,False,True
ardente,4740,ADJ,ardent,False,False,True
présentait,4739,VERB,présenter,False,False,True
enfer,4735,NOUN,enfer,False,False,True
élever,4734,VERB,élever,False,False,True
aurons,4733,VERB,avoir,False,False,True
chaîne,4732,NOUN,chaîne,False,False,True
voudrait,4732,VERB,vouloir,False,False,True
violente,4731,ADJ,violent,False,False,True
rochers,4730,NOUN,rocher,False,False,True
tempête,4730,NOUN,tempête,False,False,True
approcher,4728,VERB,approcher,False,False,True
linge,4726,NOUN,linge,False,False,True
attente,4717,VERB,attente,False,False,True
demandez,4717,VERB,demander,False,False,True
ferma,4716,VERB,fermer,False,False,True
excellente,4713,ADJ,excellent,False,False,True
mariée,4707,VERB,marier,False,False,True
appuya,4706,VERB,appuyer,False,False,True
vainement,4702,ADV,vainement,False,False,True
poser,4698,VERB,poser,False,False,True
intime,4695,ADJ,intime,False,False,True
marchant,4693,VERB,marcher,False,False,True
retard,4690,NOUN,retard,False,False,True
cruelle,4689,ADJ,cruel,False,False,True
royale,4682,ADJ,royal,False,False,True
classe,4682,NOUN,classe,False,False,True
regardaient,4674,VERB,regarder,False,False,True
répond,4664,VERB,répondre,False,False,True
sauter,4663,VERB,sauter,False,False,True
masque,4663,NOUN,masque,False,False,True
ronde,4663,ADJ,rond,False,False,True
sommet,4662,NOUN,sommet,False,False,True
piano,4662,NOUN,piano,False,False,True
conviction,4659,NOUN,conviction,False,False,True
muette,4658,ADJ,muet,False,False,True
leçons,4656,NOUN,leçon,False,False,True
guide,4656,NOUN,guide,False,False,True
préfet,4652,NOUN,préfet,False,False,True
épreuve,4650,NOUN,épreuve,False,False,True
publique,4650,ADJ,public,False,False,True
amies,4648,NOUN,amie,False,False,True
bouteille,4645,NOUN,bouteille,False,False,True
amertume,4645,NOUN,amertume,False,False,True
marin,4644,ADJ,marin,False,False,True
nouvel,4643,ADJ,nouveau,False,False,True
joies,4637,NOUN,joie,False,False,True
terres,4636,NOUN,terre,False,False,True
physique,4635,ADJ,physique,False,False,True
revient,4629,VERB,revenir,False,False,True
supérieur,4622,ADJ,supérieur,False,False,True
airs,4618,NOUN,air,False,False,True
union,4618,NOUN,union,False,False,True
poudre,4614,NOUN,poudre,False,False,True
criant,4613,VERB,crier,False,False,True
taire,4606,VERB,taire,False,False,True
abandonné,4598,VERB,abandonner,False,False,True
serment,4590,VERB,sermer,False,False,True
sentais,4588,VERB,sentir,False,False,True
mélancolie,4586,NOUN,mélancolie,False,False,True
montré,4582,VERB,montrer,False,False,True
pâleur,4582,ADV,pâleur,False,False,True
mensonge,4579,NOUN,mensonge,False,False,True
sérieuse,4576,ADJ,sérieux,False,False,True
semblables,4575,ADJ,semblable,False,False,True
accomplir,4575,VERB,accomplir,False,False,True
banque,4575,NOUN,banque,False,False,True
choisir,4573,VERB,choisir,False,False,True
pensant,4569,VERB,penser,False,False,True
complice,4568,NOUN,complice,False,False,True
tenter,4567,VERB,tenter,False,False,True
songé,4567,VERB,songer,False,False,True
poussant,4563,VERB,pousser,False,False,True
étranges,4553,ADJ,étrange,False,False,True
fermer,4551,VERB,fermer,False,False,True
aveu,4549,NOUN,aveu,False,False,True
interrogea,4548,VERB,interroger,False,False,True
relever,4545,VERB,relever,False,False,True
ivresse,4544,NOUN,ivresse,False,False,True
répéter,4543,VERB,répéter,False,False,True
levait,4542,VERB,lever,False,False,True
interroger,4541,VERB,interroger,False,False,True
machinalement,4534,ADV,machinalement,False,False,True
cavaliers,4531,NOUN,cavalier,False,False,True
demandant,4530,VERB,demander,False,False,True
satisfait,4520,VERB,satisfaire,False,False,True
pardonne,4513,VERB,pardonner,False,False,True
parties,4508,NOUN,party,False,False,True
nullement,4508,ADV,nullement,False,False,True
lieux,4505,NOUN,lieu,False,False,True
pressé,4502,VERB,presser,False,False,True
trait,4495,VERB,traire,False,False,True
soupçons,4493,NOUN,soupçon,False,False,True
continue,4493,VERB,continuer,False,False,True
refusé,4493,VERB,refuser,False,False,True
illusion,4492,NOUN,illusion,False,False,True
ferez,4489,VERB,faire,False,False,True
parlons,4487,VERB,parler,False,False,True
affreuse,4486,ADJ,affreux,False,False,True
joyeuse,4481,ADJ,joyeux,False,False,True
fierté,4479,NOUN,fierté,False,False,True
adversaire,4476,ADJ,adversair,False,False,True
assurément,4472,ADV,assurément,False,False,True
joué,4469,VERB,jouer,False,False,True
remarqua,4462,VERB,remarquer,False,False,True
amours,4462,NOUN,amour,False,False,True
vanité,4461,VERB,vaniter,False,False,True
fillette,4460,NOUN,fillette,False,False,True
simples,4460,ADJ,simple,False,False,True
innocence,4457,NOUN,innocence,False,False,True
sourd,4455,ADJ,sourd,False,False,True
leçon,4454,NOUN,leçon,False,False,True
cherché,4454,VERB,chercher,False,False,True
bâtiment,4453,NOUN,bâtiment,False,False,True
surface,4447,NOUN,surface,False,False,True
contenait,4446,VERB,contenir,False,False,True
attaché,4445,VERB,attacher,False,False,True
cruel,4442,ADJ,cruel,False,False,True
roman,4442,NOUN,roman,False,False,True
craignait,4442,VERB,craindre,False,False,True
élevait,4441,VERB,élever,False,False,True
ouverture,4441,NOUN,ouverture,False,False,True
attendaient,4441,VERB,attendre,False,False,True
pistolet,4440,NOUN,pistolet,False,False,True
fermé,4440,VERB,fermer,False,False,True
fantaisie,4436,NOUN,fantaisie,False,False,True
exprimer,4436,VERB,exprimer,False,False,True
statue,4433,NOUN,statue,False,False,True
bleue,4432,ADJ,bleu,False,False,True
politesse,4430,NOUN,politesse,False,False,True
supplice,4429,NOUN,supplice,False,False,True
conduisit,4428,VERB,conduire,False,False,True
magistrat,4421,NOUN,magistrat,False,False,True
familles,4421,NOUN,famille,False,False,True
payé,4420,VERB,payer,False,False,True
étroit,4420,ADJ,étroit,False,False,True
décider,4414,VERB,décider,False,False,True
apparaissait,4413,VERB,apparaître,False,False,True
stupeur,4413,ADV,stupeur,False,False,True
allure,4411,NOUN,allure,False,False,True
jette,4406,VERB,jeter,False,False,True
séparer,4402,VERB,séparer,False,False,True
innocent,4398,NOUN,innocent,False,False,True
arrêtait,4393,VERB,arrêter,False,False,True
chat,4393,NOUN,chat,False,False,True
nu,4392,ADJ,nu,False,False,True
études,4392,NOUN,étude,False,False,True
apercevant,4392,VERB,apercevoir,False,False,True
battait,4392,VERB,battre,False,False,True
histoires,4390,NOUN,histoire,False,False,True
retrouvé,4387,VERB,retrouver,False,False,True
cartes,4383,NOUN,carte,False,False,True
convaincu,4380,VERB,convaincre,False,False,True
caresses,4377,NOUN,caresse,False,False,True
bouquet,4376,NOUN,bouquet,False,False,True
ressemble,4372,VERB,ressembler,False,False,True
brisé,4371,VERB,briser,False,False,True
secrète,4370,ADJ,secret,False,False,True
arrivèrent,4370,VERB,arriver,False,False,True
journées,4368,NOUN,journée,False,False,True
visages,4366,NOUN,visage,False,False,True
agents,4366,NOUN,agent,False,False,True
poussait,4363,VERB,pousser,False,False,True
conséquent,4360,NOUN,conséquent,False,False,True
sergent,4359,NOUN,sergent,False,False,True
cimetière,4359,NOUN,cimetière,False,False,True
approchait,4357,VERB,approcher,False,False,True
religieux,4357,ADJ,religieux,False,False,True
citoyen,4356,NOUN,citoyen,False,False,True
assister,4355,VERB,assister,False,False,True
prochain,4353,ADJ,prochain,False,False,True
renoncer,4353,VERB,renoncer,False,False,True
mœurs,4352,ADV,mœurs,False,False,True
duel,4345,NOUN,duel,False,False,True
plat,4343,NOUN,plat,False,False,True
source,4336,NOUN,source,False,False,True
épaisse,4336,ADJ,épais,False,False,True
décida,4335,VERB,décider,False,False,True
formidable,4334,ADJ,formidable,False,False,True
assuré,4333,VERB,assurer,False,False,True
révolte,4326,VERB,révolte,False,False,True
protection,4325,NOUN,protection,False,False,True
nécessaires,4324,ADJ,nécessaire,False,False,True
régiment,4323,NOUN,régiment,False,False,True
termes,4320,NOUN,terme,False,False,True
emporter,4320,VERB,emporter,False,False,True
anglaise,4318,ADJ,anglais,False,False,True
vestibule,4315,ADJ,vestibul,False,False,True
visites,4314,NOUN,visite,False,False,True
essayait,4312,VERB,essayer,False,False,True
cache,4308,VERB,cache,False,False,True
queue,4306,NOUN,queue,False,False,True
change,4306,VERB,changer,False,False,True
détail,4302,NOUN,détail,False,False,True
tourné,4298,VERB,tourner,False,False,True
notes,4298,NOUN,note,False,False,True
troublé,4295,VERB,troubler,False,False,True
miracle,4295,NOUN,miracle,False,False,True
grandeur,4292,ADJ,grandeur,False,False,True
fortement,4291,ADV,fortement,False,False,True
risque,4291,NOUN,risque,False,False,True
vision,4288,NOUN,vision,False,False,True
lointain,4288,ADJ,lointain,False,False,True
pareilles,4284,ADJ,pareil,False,False,True
flot,4276,NOUN,flot,False,False,True
éclata,4274,VERB,éclater,False,False,True
brillant,4272,ADJ,brillant,False,False,True
merveille,4271,ADJ,merveill,False,False,True
actions,4270,NOUN,action,False,False,True
auras,4270,VERB,avoir,False,False,True
note,4268,NOUN,note,False,False,True
conserver,4265,VERB,conserver,False,False,True
ombres,4263,NOUN,ombre,False,False,True
biens,4263,NOUN,bien,False,False,True
morceaux,4258,NOUN,morceau,False,False,True
écus,4258,NOUN,écu,False,False,True
malheurs,4257,NOUN,malheur,False,False,True
sensation,4256,NOUN,sensation,False,False,True
os,4255,NOUN,os,False,False,True
probable,4251,ADJ,probable,False,False,True
chant,4249,NOUN,chant,False,False,True
chevelure,4246,NOUN,chevelure,False,False,True
mars,4237,NOUN,mars,False,False,True
subir,4234,VERB,subir,False,False,True
sache,4233,VERB,savoir,False,False,True
fiacre,4232,VERB,fiacre,False,False,True
briser,4231,VERB,briser,False,False,True
monté,4230,VERB,monter,False,False,True
passèrent,4228,VERB,passer,False,False,True
obstacle,4228,NOUN,obstacle,False,False,True
sentant,4227,VERB,sentir,False,False,True
avancer,4223,VERB,avancer,False,False,True
conduisait,4222,VERB,conduire,False,False,True
goutte,4221,NOUN,goutte,False,False,True
juré,4221,VERB,jurer,False,False,True
brune,4216,NOUN,brune,False,False,True
verrons,4209,VERB,voir,False,False,True
cérémonie,4209,NOUN,cérémonie,False,False,True
farouche,4208,ADJ,farouche,False,False,True
épouvantable,4203,ADJ,épouvantable,False,False,True
ruine,4202,NOUN,ruine,False,False,True
valait,4202,VERB,valoir,False,False,True
franchement,4200,ADV,franchement,False,False,True
étendu,4198,VERB,étendre,False,False,True
hôtes,4194,NOUN,hôte,False,False,True
souleva,4194,VERB,soulever,False,False,True
jugement,4194,NOUN,jugement,False,False,True
perdait,4193,VERB,perdre,False,False,True
corridor,4191,NOUN,corridor,False,False,True
pareils,4187,NOUN,pareil,False,False,True
date,4185,NOUN,date,False,False,True
agitation,4185,NOUN,agitation,False,False,True
faisais,4181,VERB,faire,False,False,True
morne,4180,ADJ,morne,False,False,True
pourrai,4180,VERB,pouvoir,False,False,True
envoie,4179,VERB,envoyer,False,False,True
particulièrement,4178,ADV,particulièrement,False,False,True
reposer,4177,VERB,reposer,False,False,True
gêne,4174,ADJ,gên,False,False,True
jambe,4174,NOUN,jambe,False,False,True
emporté,4170,VERB,emporter,False,False,True
faubourg,4170,NOUN,faubourg,False,False,True
gaiement,4169,NOUN,gaiement,False,False,True
muet,4168,ADJ,muet,False,False,True
établir,4168,VERB,établir,False,False,True
bâton,4166,NOUN,bâton,False,False,True
bond,4165,NOUN,bond,False,False,True
pattes,4158,NOUN,patte,False,False,True
misérables,4155,ADJ,misérable,False,False,True
bourreau,4155,NOUN,bourreau,False,False,True
grise,4151,ADJ,gris,False,False,True
étrangère,4150,ADJ,étranger,False,False,True
rompre,4143,VERB,rompre,False,False,True
mélancolique,4143,ADJ,mélancolique,False,False,True
reprenait,4141,VERB,reprendre,False,False,True
pardonnez,4139,VERB,pardonner,False,False,True
entrevue,4139,NOUN,entrevue,False,False,True
rois,4139,NOUN,roi,False,False,True
aimes,4139,VERB,aimer,False,False,True
religieuse,4138,ADJ,religieux,False,False,True
hésita,4138,VERB,hésiter,False,False,True
apportait,4136,VERB,apporter,False,False,True
appartenait,4135,VERB,appartenir,False,False,True
pères,4134,ADJ,père,False,False,True
chêne,4132,NOUN,chêne,False,False,True
rapidité,4130,ADJ,rapidité,False,False,True
raisonnable,4129,ADJ,raisonnable,False,False,True
recevait,4129,VERB,recevoir,False,False,True
amené,4127,VERB,amener,False,False,True
trouvèrent,4123,VERB,trouver,False,False,True
chasser,4122,VERB,chasser,False,False,True
portefeuille,4120,VERB,portefeuille,False,False,True
cuir,4120,NOUN,cuir,False,False,True
ferais,4119,VERB,faire,False,False,True
devons,4118,VERB,devoir,False,False,True
serrant,4115,VERB,serrer,False,False,True
consoler,4114,VERB,consoler,False,False,True
début,4112,NOUN,début,False,False,True
abandon,4112,VERB,abandon,False,False,True
villa,4111,NOUN,villa,False,False,True
dédain,4110,NOUN,dédain,False,False,True
redressa,4109,VERB,redresser,False,False,True
annonça,4108,VERB,annoncer,False,False,True
considérable,4108,ADJ,considérable,False,False,True
entr,4106,VERB,entr,False,False,True
songeant,4106,VERB,songer,False,False,True
parfum,4105,NOUN,parfum,False,False,True
confier,4104,VERB,confier,False,False,True
puissante,4103,ADJ,puissant,False,False,True
sensible,4099,ADJ,sensible,False,False,True
prirent,4099,VERB,prendre,False,False,True
autel,4097,ADV,autel,False,False,True
fausse,4093,ADJ,faux,False,False,True
tut,4091,VERB,taire,False,False,True
perron,4091,NOUN,perron,False,False,True
pipe,4090,NOUN,pipe,False,False,True
redoutable,4090,ADJ,redoutable,False,False,True
herbes,4090,NOUN,herbe,False,False,True
rempli,4090,VERB,remplir,False,False,True
craint,4089,VERB,craindre,False,False,True
oublie,4088,VERB,oublier,False,False,True
ramener,4086,VERB,ramener,False,False,True
iii,4085,ADJ,iii,False,False,True
matinée,4084,NOUN,matinée,False,False,True
délicate,4079,ADJ,délicat,False,False,True
voulaient,4079,VERB,vouloir,False,False,True
permettait,4074,VERB,permettre,False,False,True
haussa,4074,VERB,hausser,False,False,True
reconnais,4073,VERB,reconnaître,False,False,True
échelle,4073,NOUN,échelle,False,False,True
sacré,4073,ADJ,sacrer,False,False,True
volé,4072,VERB,voler,False,False,True
évêque,4071,NOUN,évêque,False,False,True
écrivit,4065,VERB,écrire,False,False,True
invisible,4064,ADJ,invisible,False,False,True
possède,4062,VERB,posséder,False,False,True
espérait,4061,VERB,espérer,False,False,True
quittant,4057,VERB,quitter,False,False,True
mauvaises,4056,ADJ,mauvais,False,False,True
tint,4056,VERB,tenir,False,False,True
désespéré,4053,NOUN,désespéré,False,False,True
signal,4053,ADJ,signal,False,False,True
simplicité,4052,NOUN,simplicité,False,False,True
aube,4046,NOUN,aube,False,False,True
ouvrant,4041,VERB,ouvrir,False,False,True
lanterne,4041,NOUN,lanterne,False,False,True
quittait,4040,VERB,quitter,False,False,True
assemblée,4039,NOUN,assemblée,False,False,True
fixé,4038,VERB,fixer,False,False,True
accompagné,4038,VERB,accompagner,False,False,True
rougit,4036,VERB,rougir,False,False,True
prochaine,4035,ADJ,prochain,False,False,True
plantes,4029,NOUN,plante,False,False,True
pension,4027,NOUN,pension,False,False,True
rouletabille,4027,VERB,rouletabille,False,False,True
recula,4026,VERB,reculer,False,False,True
rez,4026,ADJ,rez,False,False,True
offrit,4020,VERB,offrir,False,False,True
trône,4020,NOUN,trône,False,False,True
attendais,4020,VERB,attendre,False,False,True
rideau,4014,NOUN,rideau,False,False,True
explique,4012,VERB,expliquer,False,False,True
tendait,4007,VERB,tendre,False,False,True
débris,4006,NOUN,débris,False,False,True
souffrait,4001,VERB,souffrir,False,False,True
merveilleux,3997,ADJ,merveilleux,False,False,True
serviteurs,3995,NOUN,serviteur,False,False,True
rarement,3995,ADV,rarement,False,False,True
seigneurs,3988,NOUN,seigneur,False,False,True
sut,3988,VERB,savoir,False,False,True
ardent,3988,ADJ,ardent,False,False,True
frappant,3988,VERB,frapper,False,False,True
vus,3981,VERB,voir,False,False,True
propriété,3978,NOUN,propriété,False,False,True
actes,3976,NOUN,acte,False,False,True
imbécile,3975,ADJ,imbécile,False,False,True
vapeur,3973,NOUN,vapeur,False,False,True
tonnerre,3972,NOUN,tonnerre,False,False,True
causé,3971,VERB,causer,False,False,True
fonds,3970,NOUN,fonds,False,False,True
paisible,3968,ADJ,paisible,False,False,True
