word,global_frequency,pos,lemma,is_stopword,is_proper_noun_candidate,is_content_pos
âpre,1916,ADJ,âpre,False,False,True
atteinte,1916,NOUN,atteinte,False,False,True
terminer,1914,VERB,terminer,False,False,True
traite,1914,NOUN,traite,False,False,True
montmartre,1914,NOUN,montmartre,False,False,True
tribu,1914,NOUN,tribu,False,False,True
profonds,1914,ADJ,profond,False,False,True
carabine,1914,NOUN,carabine,False,False,True
soupirs,1913,ADV,soupir,False,False,True
gazon,1913,NOUN,gazon,False,False,True
ivoire,1911,ADJ,ivoir,False,False,True
cessait,1910,VERB,cesser,False,False,True
amena,1909,VERB,amener,False,False,True
imprévu,1909,ADJ,imprévu,False,False,True
geôlier,1908,ADJ,geôlier,False,False,True
méchants,1906,ADJ,méchant,False,False,True
cassé,1906,ADJ,cassé,False,False,True
rêveur,1906,NOUN,rêveur,False,False,True
prévôt,1905,NOUN,prévôt,False,False,True
élevés,1905,ADJ,élevé,False,False,True
tenais,1905,VERB,tenir,False,False,True
plaines,1905,ADJ,plaine,False,False,True
préoccupations,1904,NOUN,préoccupation,False,False,True
buvait,1904,VERB,boire,False,False,True
ruelle,1904,NOUN,ruelle,False,False,True
coq,1903,NOUN,coq,False,False,True
espèces,1902,NOUN,espèce,False,False,True
glissé,1902,VERB,glisser,False,False,True
mouche,1900,NOUN,mouche,False,False,True
prisonnière,1900,NOUN,prisonnier,False,False,True
attentif,1900,ADJ,attentif,False,False,True
égards,1899,NOUN,égard,False,False,True
distractions,1899,NOUN,distraction,False,False,True
ordonne,1898,VERB,ordonner,False,False,True
infortuné,1897,ADJ,infortuné,False,False,True
occupations,1897,NOUN,occupation,False,False,True
horribles,1897,ADJ,horrible,False,False,True
principale,1897,ADJ,principal,False,False,True
saintes,1897,ADJ,saint,False,False,True
enfoncer,1897,VERB,enfoncer,False,False,True
vices,1896,NOUN,vice,False,False,True
détacher,1896,VERB,détacher,False,False,True
inattendu,1895,ADJ,inattendu,False,False,True
wagon,1894,NOUN,wagon,False,False,True
évidence,1894,NOUN,évidence,False,False,True
attachement,1894,NOUN,attachement,False,False,True
récits,1894,NOUN,récit,False,False,True
bravement,1893,ADV,bravement,False,False,True
hauteurs,1893,NOUN,hauteur,False,False,True
calèche,1893,NOUN,calèche,False,False,True
mérité,1892,ADJ,mérité,False,False,True
minces,1891,ADJ,mince,False,False,True
prépare,1890,VERB,préparer,False,False,True
témoignait,1889,VERB,témoigner,False,False,True
heureuses,1889,ADJ,heureux,False,False,True
exposé,1889,NOUN,exposé,False,False,True
saurez,1889,VERB,savoir,False,False,True
accablé,1889,VERB,accabler,False,False,True
cauchemar,1889,ADV,cauchemar,False,False,True
sépare,1888,VERB,séparer,False,False,True
impitoyable,1888,ADJ,impitoyable,False,False,True
ramasser,1888,VERB,ramasser,False,False,True
composait,1887,VERB,composer,False,False,True
ardemment,1886,ADV,ardemment,False,False,True
irritation,1886,NOUN,irritation,False,False,True
lâcha,1886,VERB,lâcher,False,False,True
régler,1886,VERB,régler,False,False,True
donnerais,1885,VERB,donner,False,False,True
cherchaient,1884,VERB,chercher,False,False,True
écrasé,1883,VERB,écraser,False,False,True
buissons,1882,NOUN,buisson,False,False,True
amèrement,1882,ADV,amèrement,False,False,True
mourante,1879,ADJ,mourant,False,False,True
février,1879,NOUN,février,False,False,True
récemment,1879,ADV,récemment,False,False,True
combats,1879,NOUN,combat,False,False,True
soumettre,1878,VERB,soumettre,False,False,True
cordon,1878,NOUN,cordon,False,False,True
intéressait,1878,VERB,intéresser,False,False,True
jointes,1877,VERB,joindre,False,False,True
capital,1877,NOUN,capital,False,False,True
cloître,1876,NOUN,cloître,False,False,True
cristal,1876,NOUN,cristal,False,False,True
joueur,1876,NOUN,joueur,False,False,True
saluant,1875,VERB,saluer,False,False,True
pendre,1875,VERB,pendre,False,False,True
faculté,1875,ADJ,faculté,False,False,True
martyre,1875,NOUN,martyre,False,False,True
endormit,1874,VERB,endormir,False,False,True
triple,1874,ADJ,triple,False,False,True
écoulèrent,1874,VERB,écouler,False,False,True
préférence,1874,NOUN,préférence,False,False,True
chaste,1873,ADJ,chaste,False,False,True
sanglante,1873,ADJ,sanglant,False,False,True
peint,1872,VERB,peindre,False,False,True
familier,1871,ADJ,familier,False,False,True
passera,1870,VERB,passer,False,False,True
répété,1870,VERB,répéter,False,False,True
plains,1870,ADJ,plain,False,False,True
discret,1870,ADJ,discret,False,False,True
nuque,1869,NOUN,nuque,False,False,True
poursuivi,1869,VERB,poursuivre,False,False,True
sinistres,1868,NOUN,sinistre,False,False,True
sabots,1868,NOUN,sabot,False,False,True
membre,1867,NOUN,membre,False,False,True
examinait,1867,VERB,examiner,False,False,True
fermées,1867,ADJ,fermé,False,False,True
plante,1867,NOUN,plante,False,False,True
passagers,1867,NOUN,passager,False,False,True
ignorant,1866,VERB,ignorer,False,False,True
dégager,1866,VERB,dégager,False,False,True
emmena,1866,VERB,emmener,False,False,True
portraits,1865,NOUN,portrait,False,False,True
nombreuse,1865,ADJ,nombreux,False,False,True
éteignit,1865,VERB,éteindre,False,False,True
cédé,1863,VERB,céder,False,False,True
entrevoir,1862,VERB,entrevoir,False,False,True
costumes,1862,NOUN,costume,False,False,True
renoncé,1862,VERB,renoncer,False,False,True
enveloppa,1862,NOUN,enveloppa,False,False,True
ôter,1861,VERB,ôter,False,False,True
précédente,1861,ADJ,précédent,False,False,True
protégé,1861,VERB,protéger,False,False,True
moutons,1860,NOUN,mouton,False,False,True
tapisserie,1859,NOUN,tapisserie,False,False,True
transporté,1858,VERB,transporter,False,False,True
contemplation,1858,NOUN,contemplation,False,False,True
admire,1857,VERB,admirer,False,False,True
soutenu,1857,VERB,soutenir,False,False,True
secouait,1857,VERB,secouer,False,False,True
reconnue,1856,VERB,reconnaître,False,False,True
fabrique,1856,VERB,fabrique,False,False,True
clocher,1856,NOUN,clocher,False,False,True
indiqué,1855,VERB,indiquer,False,False,True
jetaient,1854,VERB,jeter,False,False,True
suivez,1854,VERB,suivre,False,False,True
scrupule,1853,NOUN,scrupule,False,False,True
lambeaux,1853,NOUN,lambeau,False,False,True
singe,1853,NOUN,singe,False,False,True
partirent,1853,VERB,partir,False,False,True
injustice,1853,NOUN,injustice,False,False,True
résolument,1852,ADV,résolument,False,False,True
interrogatoire,1852,ADJ,interrogatoir,False,False,True
appelaient,1852,VERB,appeler,False,False,True
individus,1852,NOUN,individu,False,False,True
manquaient,1851,VERB,manquer,False,False,True
mystérieuses,1851,ADJ,mystérieux,False,False,True
foire,1851,NOUN,foire,False,False,True
invention,1851,NOUN,invention,False,False,True
dette,1850,NOUN,dette,False,False,True
espérais,1850,VERB,espérer,False,False,True
chargea,1850,VERB,charger,False,False,True
changée,1849,VERB,changer,False,False,True
loué,1847,VERB,louer,False,False,True
lampes,1847,NOUN,lampe,False,False,True
tracé,1846,NOUN,tracé,False,False,True
chaudes,1845,ADJ,chaud,False,False,True
principaux,1845,ADJ,principal,False,False,True
accorde,1845,VERB,accorder,False,False,True
mers,1845,NOUN,mer,False,False,True
difficilement,1845,ADV,difficilement,False,False,True
paquets,1845,NOUN,paquet,False,False,True
vocation,1845,NOUN,vocation,False,False,True
connaissons,1844,VERB,connaître,False,False,True
dentelle,1843,ADJ,dentell,False,False,True
avide,1843,NOUN,avide,False,False,True
annette,1843,NOUN,annette,False,False,True
dérober,1842,VERB,dérober,False,False,True
brûlante,1842,ADJ,brûlant,False,False,True
obligés,1842,VERB,obliger,False,False,True
marqué,1841,VERB,marquer,False,False,True
original,1841,ADJ,original,False,False,True
remparts,1839,NOUN,rempart,False,False,True
impuissance,1839,NOUN,impuissance,False,False,True
averti,1838,VERB,avertir,False,False,True
élancer,1838,VERB,élancer,False,False,True
suppliant,1838,VERB,supplier,False,False,True
prolonger,1837,VERB,prolonger,False,False,True
attirait,1837,VERB,attirer,False,False,True
dépenses,1837,NOUN,dépense,False,False,True
ajouté,1837,VERB,ajouter,False,False,True
effacer,1837,VERB,effacer,False,False,True
intrigue,1836,VERB,intriguer,False,False,True
secrètement,1835,ADV,secrètement,False,False,True
ouvraient,1835,VERB,ouvrir,False,False,True
chênes,1835,ADV,chêne,False,False,True
servant,1834,VERB,servir,False,False,True
données,1833,NOUN,donnée,False,False,True
ouvrière,1832,ADJ,ouvrier,False,False,True
préjugés,1832,NOUN,préjugé,False,False,True
jetés,1831,VERB,jeter,False,False,True
répondirent,1830,VERB,répondre,False,False,True
tuileries,1830,NOUN,tuilerie,False,False,True
inspire,1830,VERB,inspirer,False,False,True
résolue,1830,VERB,résoudre,False,False,True
repose,1829,VERB,repose,False,False,True
ardents,1829,ADJ,ardent,False,False,True
jouaient,1829,VERB,jouer,False,False,True
couvre,1829,VERB,couvrir,False,False,True
carreau,1829,ADJ,carreau,False,False,True
renversé,1829,VERB,renverser,False,False,True
écraser,1828,VERB,écraser,False,False,True
multitude,1828,NOUN,multitude,False,False,True
suspendue,1827,VERB,suspendre,False,False,True
imperceptible,1827,ADJ,imperceptible,False,False,True
demandes,1827,NOUN,demande,False,False,True
favori,1827,VERB,favori,False,False,True
étouffé,1826,VERB,étouffer,False,False,True
liquide,1826,ADJ,liquide,False,False,True
tailleur,1826,NOUN,tailleur,False,False,True
propose,1825,VERB,proposer,False,False,True
précieuses,1825,ADJ,précieux,False,False,True
rapporte,1825,VERB,rapporter,False,False,True
hâter,1825,VERB,hâter,False,False,True
hommage,1825,NOUN,hommage,False,False,True
maîtresses,1824,NOUN,maîtresse,False,False,True
pénétrant,1824,VERB,pénétrer,False,False,True
admirables,1824,ADJ,admirable,False,False,True
percer,1823,VERB,percer,False,False,True
tarder,1822,VERB,tarder,False,False,True
prodigieux,1822,ADJ,prodigieux,False,False,True
éloge,1822,NOUN,éloge,False,False,True
occupaient,1822,VERB,occuper,False,False,True
cachant,1821,VERB,cacher,False,False,True
grêle,1820,NOUN,grêle,False,False,True
impossibilité,1819,NOUN,impossibilité,False,False,True
attache,1819,VERB,attache,False,False,True
grec,1817,ADJ,grec,False,False,True
nuances,1817,NOUN,nuance,False,False,True
baissait,1815,VERB,baisser,False,False,True
compagnes,1815,ADJ,compagne,False,False,True
glorieux,1815,ADJ,glorieux,False,False,True
cruauté,1814,NOUN,cruauté,False,False,True
ambitieux,1814,ADJ,ambitieux,False,False,True
bagages,1814,NOUN,bagage,False,False,True
convenir,1814,VERB,convenir,False,False,True
aperçois,1814,VERB,apercevoir,False,False,True
patient,1813,NOUN,patient,False,False,True
racines,1813,NOUN,racine,False,False,True
marée,1813,NOUN,marée,False,False,True
laid,1812,ADJ,laid,False,False,True
possibilité,1811,NOUN,possibilité,False,False,True
éteinte,1811,VERB,éteindre,False,False,True
rubans,1811,NOUN,ruban,False,False,True
croyaient,1809,VERB,croire,False,False,True
lourdement,1809,ADV,lourdement,False,False,True
conter,1808,VERB,conter,False,False,True
railleur,1808,ADV,railleur,False,False,True
épouvanté,1808,VERB,épouvanter,False,False,True
osant,1807,VERB,oser,False,False,True
pan,1807,NOUN,pan,False,False,True
rudes,1807,ADJ,rude,False,False,True
monument,1806,ADV,monument,False,False,True
bassin,1806,ADJ,bassin,False,False,True
cachés,1806,VERB,cacher,False,False,True
médecine,1806,NOUN,médecine,False,False,True
période,1806,NOUN,période,False,False,True
buste,1805,ADJ,bust,False,False,True
périr,1805,VERB,périr,False,False,True
désolée,1805,ADJ,désolé,False,False,True
épaisseur,1804,NOUN,épaisseur,False,False,True
coussins,1804,NOUN,coussin,False,False,True
insulte,1804,NOUN,insulte,False,False,True
vifs,1804,ADJ,vif,False,False,True
fermes,1803,ADJ,ferme,False,False,True
écuyer,1803,NOUN,écuyer,False,False,True
lames,1802,NOUN,lame,False,False,True
instruire,1802,VERB,instruire,False,False,True
précipité,1802,VERB,précipiter,False,False,True
nier,1802,VERB,nier,False,False,True
apprend,1801,VERB,apprendre,False,False,True
dédaigneux,1801,ADJ,dédaigneux,False,False,True
jouissait,1800,VERB,jouir,False,False,True
lundi,1800,NOUN,lundi,False,False,True
ouvrages,1800,NOUN,ouvrage,False,False,True
dépôt,1799,NOUN,dépôt,False,False,True
dorée,1799,ADJ,doré,False,False,True
formant,1798,VERB,former,False,False,True
fauteuils,1798,NOUN,fauteuil,False,False,True
respecter,1798,VERB,respecter,False,False,True
prouvé,1798,VERB,prouver,False,False,True
sacs,1798,NOUN,sac,False,False,True
régions,1797,NOUN,région,False,False,True
mourait,1797,VERB,mourir,False,False,True
gêné,1797,VERB,gêner,False,False,True
trouverai,1797,VERB,trouver,False,False,True
légèreté,1797,NOUN,légèreté,False,False,True
égaré,1796,VERB,égarer,False,False,True
promena,1795,VERB,promener,False,False,True
coupa,1795,VERB,couper,False,False,True
journaliste,1794,NOUN,journaliste,False,False,True
client,1794,NOUN,client,False,False,True
lent,1793,ADJ,lent,False,False,True
maternelle,1792,ADJ,maternel,False,False,True
restai,1792,VERB,rester,False,False,True
crié,1792,VERB,crier,False,False,True
pittoresque,1791,ADJ,pittoresque,False,False,True
volontaire,1791,ADJ,volontaire,False,False,True
courtes,1790,ADJ,court,False,False,True
animation,1789,NOUN,animation,False,False,True
narines,1787,NOUN,narine,False,False,True
solution,1787,NOUN,solution,False,False,True
agitaient,1787,VERB,agiter,False,False,True
surprit,1786,VERB,surprendre,False,False,True
recommença,1786,VERB,recommencer,False,False,True
carton,1786,NOUN,carton,False,False,True
habituée,1785,VERB,habituer,False,False,True
distinctement,1785,ADV,distinctement,False,False,True
inévitable,1785,ADJ,inévitable,False,False,True
haletante,1785,ADJ,haletant,False,False,True
attrait,1784,VERB,attrer,False,False,True
extraordinaires,1784,ADJ,extraordinaire,False,False,True
douloureusement,1783,ADV,douloureusement,False,False,True
trahissait,1782,VERB,trahir,False,False,True
montèrent,1782,VERB,monter,False,False,True
moque,1781,ADJ,moqu,False,False,True
privée,1781,ADJ,priver,False,False,True
condamnée,1780,VERB,condamner,False,False,True
brillantes,1780,ADJ,brillant,False,False,True
griffes,1780,NOUN,griffe,False,False,True
regardent,1779,VERB,regarder,False,False,True
parcourut,1776,VERB,parcourir,False,False,True
signer,1775,VERB,signer,False,False,True
talents,1775,NOUN,talent,False,False,True
clairs,1773,ADJ,clair,False,False,True
retenue,1773,NOUN,retenue,False,False,True
mesdames,1772,NOUN,madame,False,False,True
usé,1772,ADJ,user,False,False,True
vents,1772,NOUN,vent,False,False,True
réception,1771,NOUN,réception,False,False,True
collet,1770,ADJ,collet,False,False,True
attacha,1769,VERB,attacher,False,False,True
diligence,1769,NOUN,diligence,False,False,True
peaux,1768,NOUN,peau,False,False,True
hideux,1767,ADJ,hideux,False,False,True
hocha,1767,VERB,hocher,False,False,True
bougies,1767,NOUN,bougie,False,False,True
audacieux,1767,ADJ,audacieux,False,False,True
inviter,1766,VERB,inviter,False,False,True
boule,1766,NOUN,boule,False,False,True
occupation,1765,NOUN,occupation,False,False,True
fauves,1765,NOUN,fauve,False,False,True
protesta,1765,ADJ,protesta,False,False,True
servent,1764,VERB,servir,False,False,True
voies,1764,NOUN,voie,False,False,True
féroces,1763,ADJ,féroce,False,False,True
étudiant,1763,ADJ,étudiant,False,False,True
châle,1762,ADV,châle,False,False,True
frémissante,1762,ADJ,frémissant,False,False,True
avare,1762,ADJ,avare,False,False,True
pouce,1762,NOUN,pouce,False,False,True
prendrait,1761,VERB,prendre,False,False,True
éventail,1760,ADV,éventail,False,False,True
conte,1760,NOUN,conte,False,False,True
imposait,1759,VERB,imposer,False,False,True
admirait,1759,VERB,admirer,False,False,True
création,1759,NOUN,création,False,False,True
veillait,1759,VERB,veiller,False,False,True
introduisit,1758,VERB,introduire,False,False,True
fixa,1758,VERB,fixer,False,False,True
pratiques,1758,ADJ,pratique,False,False,True
intense,1758,ADJ,intense,False,False,True
épées,1757,NOUN,épée,False,False,True
bâti,1756,NOUN,bâti,False,False,True
isolée,1756,ADJ,isolé,False,False,True
enlèvement,1756,NOUN,enlèvement,False,False,True
hais,1755,ADJ,hai,False,False,True
niais,1754,ADJ,niais,False,False,True
résultats,1753,NOUN,résultat,False,False,True
chansons,1753,NOUN,chanson,False,False,True
étend,1753,VERB,étendre,False,False,True
bateaux,1752,NOUN,bateau,False,False,True
serviette,1752,NOUN,serviette,False,False,True
abattu,1751,VERB,abattre,False,False,True
signifiait,1751,VERB,signifier,False,False,True
hésité,1751,VERB,hésiter,False,False,True
ramassa,1751,VERB,ramasser,False,False,True
réclame,1751,VERB,réclame,False,False,True
regrettait,1750,VERB,regretter,False,False,True
domine,1750,VERB,dominer,False,False,True
future,1750,ADJ,futur,False,False,True
mariés,1750,NOUN,marié,False,False,True
économies,1750,NOUN,économie,False,False,True
agita,1749,VERB,agiter,False,False,True
sanglot,1749,NOUN,sanglot,False,False,True
conclusion,1749,NOUN,conclusion,False,False,True
éternellement,1749,ADV,éternellement,False,False,True
tremble,1748,VERB,tremble,False,False,True
contentement,1748,NOUN,contentement,False,False,True
renvoyer,1747,VERB,renvoyer,False,False,True
prononçait,1747,VERB,prononcer,False,False,True
classes,1747,NOUN,classe,False,False,True
étrangères,1747,ADJ,étranger,False,False,True
prêtait,1747,VERB,prêter,False,False,True
reconnaît,1745,VERB,reconnaître,False,False,True
représente,1745,VERB,représenter,False,False,True
favoris,1745,NOUN,favori,False,False,True
méchanceté,1745,NOUN,méchanceté,False,False,True
faiblement,1743,ADV,faiblement,False,False,True
épaisses,1743,ADJ,épais,False,False,True
animé,1741,VERB,animer,False,False,True
rendus,1740,VERB,rendre,False,False,True
souhaiter,1739,VERB,souhaiter,False,False,True
chaumière,1738,NOUN,chaumière,False,False,True
hautaine,1738,ADJ,hautain,False,False,True
meunier,1738,ADJ,meunier,False,False,True
admis,1738,VERB,admettre,False,False,True
abandonna,1737,VERB,abandonner,False,False,True
crayon,1736,NOUN,crayon,False,False,True
déchiré,1735,VERB,déchirer,False,False,True
tressaillement,1735,ADV,tressaillement,False,False,True
consigne,1734,NOUN,consigne,False,False,True
surplus,1734,ADJ,surplu,False,False,True
perfection,1733,NOUN,perfection,False,False,True
inerte,1733,NOUN,inerte,False,False,True
guérison,1732,NOUN,guérison,False,False,True
vigne,1731,NOUN,vigne,False,False,True
vêtus,1730,VERB,vêtir,False,False,True
dirigeant,1729,NOUN,dirigeant,False,False,True
abondance,1729,NOUN,abondance,False,False,True
pendait,1729,VERB,pendre,False,False,True
trêve,1728,NOUN,trêve,False,False,True
répandre,1728,VERB,répandre,False,False,True
chandelle,1727,NOUN,chandelle,False,False,True
parois,1726,NOUN,paroi,False,False,True
considéra,1725,VERB,considérer,False,False,True
causa,1724,NOUN,causa,False,False,True
solennelle,1723,ADJ,solennel,False,False,True
souvint,1722,VERB,souvenir,False,False,True
fers,1722,NOUN,fer,False,False,True
valent,1722,VERB,valoir,False,False,True
chères,1721,ADJ,cher,False,False,True
rentes,1720,NOUN,rente,False,False,True
conquérir,1720,VERB,conquérir,False,False,True
naïveté,1720,NOUN,naïveté,False,False,True
échangèrent,1719,VERB,échanger,False,False,True
escaliers,1719,NOUN,escalier,False,False,True
retire,1717,VERB,retirer,False,False,True
ricana,1717,VERB,ricaner,False,False,True
découvrait,1717,VERB,découvrir,False,False,True
contient,1717,VERB,contenir,False,False,True
roulé,1716,VERB,rouler,False,False,True
rappelé,1716,VERB,rappeler,False,False,True
pression,1715,NOUN,pression,False,False,True
interrogeait,1715,VERB,interroger,False,False,True
espéré,1715,VERB,espérer,False,False,True
héritière,1714,ADJ,héritier,False,False,True
magistrats,1713,NOUN,magistrat,False,False,True
édifice,1712,NOUN,édifice,False,False,True
françaises,1712,ADJ,français,False,False,True
vaches,1712,NOUN,vache,False,False,True
baissés,1712,VERB,baisser,False,False,True
parlais,1711,VERB,parler,False,False,True
cherchais,1710,VERB,chercher,False,False,True
enfuir,1709,VERB,enfuir,False,False,True
sachez,1709,VERB,savoir,False,False,True
gémit,1708,VERB,gémir,False,False,True
échanger,1707,VERB,échanger,False,False,True
vaillant,1707,VERB,vailler,False,False,True
définitive,1707,ADJ,définitif,False,False,True
quasi,1705,VERB,quasi,False,False,True
caressant,1704,VERB,caresser,False,False,True
vivaient,1704,VERB,vivre,False,False,True
défendait,1703,VERB,défendre,False,False,True
obtint,1703,VERB,obtenir,False,False,True
espion,1703,NOUN,espion,False,False,True
accueilli,1703,VERB,accueillir,False,False,True
pieuse,1703,ADJ,pieux,False,False,True
disposait,1703,VERB,disposer,False,False,True
odieuse,1702,ADJ,odieux,False,False,True
réservée,1702,VERB,réserver,False,False,True
couvertes,1701,ADJ,couvert,False,False,True
dominer,1700,VERB,dominer,False,False,True
grandi,1700,ADJ,grandir,False,False,True
attendri,1700,VERB,attendrir,False,False,True
humilité,1699,NOUN,humilité,False,False,True
économie,1699,NOUN,économie,False,False,True
lamentable,1699,ADJ,lamentable,False,False,True
valise,1699,NOUN,valise,False,False,True
vapeurs,1698,NOUN,vapeur,False,False,True
ressemblent,1696,VERB,ressembler,False,False,True
sanglant,1696,VERB,sangler,False,False,True
jetèrent,1696,VERB,jeter,False,False,True
département,1695,NOUN,département,False,False,True
beurre,1694,ADJ,beurr,False,False,True
délicates,1694,ADJ,délicat,False,False,True
dérobée,1694,VERB,dérober,False,False,True
diras,1693,VERB,dire,False,False,True
habiles,1693,ADJ,habile,False,False,True
prononçant,1693,VERB,prononcer,False,False,True
périls,1693,NOUN,péril,False,False,True
programme,1692,NOUN,programme,False,False,True
bonhomie,1692,NOUN,bonhomie,False,False,True
élevaient,1692,VERB,élever,False,False,True
fondre,1692,VERB,fondre,False,False,True
fumer,1692,VERB,fumer,False,False,True
intérieurement,1692,ADV,intérieurement,False,False,True
magique,1691,ADJ,magique,False,False,True
sévérité,1691,NOUN,sévérité,False,False,True
avoua,1691,VERB,avouer,False,False,True
feutre,1691,VERB,feutre,False,False,True
bénédiction,1690,NOUN,bénédiction,False,False,True
mignon,1688,ADJ,mignon,False,False,True
éclaira,1688,VERB,éclairer,False,False,True
convention,1688,NOUN,convention,False,False,True
sapins,1687,ADV,sapin,False,False,True
mouches,1687,NOUN,mouche,False,False,True
marques,1687,NOUN,marque,False,False,True
sautant,1686,VERB,sauter,False,False,True
ridicules,1685,ADJ,ridicule,False,False,True
exclamations,1683,NOUN,exclamation,False,False,True
culotte,1683,NOUN,culotte,False,False,True
frémir,1683,VERB,frémir,False,False,True
coiffure,1683,NOUN,coiffure,False,False,True
proportions,1683,NOUN,proportion,False,False,True
durs,1682,ADJ,dur,False,False,True
étouffait,1682,VERB,étouffer,False,False,True
prés,1681,ADJ,pré,False,False,True
procédé,1681,NOUN,procédé,False,False,True
enclos,1680,VERB,enclore,False,False,True
vénérable,1680,ADJ,vénérable,False,False,True
recours,1679,NOUN,recours,False,False,True
traînait,1679,VERB,traîner,False,False,True
bruns,1679,ADJ,brun,False,False,True
parvenait,1679,VERB,parvenir,False,False,True
durement,1679,ADV,durement,False,False,True
étroites,1679,ADJ,étroit,False,False,True
imiter,1679,VERB,imiter,False,False,True
indiscrétion,1678,NOUN,indiscrétion,False,False,True
augmentait,1677,VERB,augmenter,False,False,True
deviennent,1677,VERB,devenir,False,False,True
charmants,1676,ADJ,charmant,False,False,True
antiques,1676,ADJ,antique,False,False,True
étouffée,1675,ADJ,étouffé,False,False,True
renseignement,1674,NOUN,renseignement,False,False,True
relevait,1674,VERB,relever,False,False,True
orgueilleux,1673,ADJ,orgueilleux,False,False,True
voyager,1673,VERB,voyager,False,False,True
recueilli,1673,VERB,recueillir,False,False,True
désignait,1672,VERB,désigner,False,False,True
articles,1672,NOUN,article,False,False,True
ranger,1671,VERB,ranger,False,False,True
bouger,1671,VERB,bouger,False,False,True
cruelles,1671,ADJ,cruel,False,False,True
violettes,1671,ADJ,violet,False,False,True
bouts,1670,NOUN,bout,False,False,True
ennemie,1670,ADJ,ennemi,False,False,True
embrassait,1670,VERB,embrasser,False,False,True
coûté,1669,VERB,coûter,False,False,True
couchait,1669,VERB,coucher,False,False,True
dragons,1669,NOUN,dragon,False,False,True
dénouement,1668,ADV,dénouement,False,False,True
cigarette,1668,NOUN,cigarette,False,False,True
moyenne,1668,ADJ,moyen,False,False,True
contenue,1667,NOUN,contenue,False,False,True
déception,1667,NOUN,déception,False,False,True
assura,1666,VERB,assurer,False,False,True
plu,1666,VERB,pleuvoir,False,False,True
affirma,1666,VERB,affirmer,False,False,True
orné,1666,VERB,orner,False,False,True
terrestre,1665,ADJ,terrestre,False,False,True
vivres,1664,NOUN,vivre,False,False,True
maternel,1664,ADJ,maternel,False,False,True
tons,1664,NOUN,ton,False,False,True
matins,1664,NOUN,matin,False,False,True
expliqué,1663,VERB,expliquer,False,False,True
remplis,1663,VERB,remplir,False,False,True
châteaux,1663,NOUN,château,False,False,True
désastre,1663,NOUN,désastre,False,False,True
pardonné,1663,VERB,pardonner,False,False,True
romanesque,1661,ADJ,romanesque,False,False,True
remontait,1661,VERB,remonter,False,False,True
galeries,1661,NOUN,galerie,False,False,True
oublierai,1660,VERB,oublier,False,False,True
roulement,1659,NOUN,roulement,False,False,True
poétique,1658,ADJ,poétique,False,False,True
arriverait,1658,VERB,arriver,False,False,True
hurlements,1658,NOUN,hurlement,False,False,True
bloc,1658,NOUN,bloc,False,False,True
incomparable,1658,ADJ,incomparable,False,False,True
lié,1657,VERB,lier,False,False,True
nègres,1657,NOUN,nègre,False,False,True
attendrai,1656,VERB,attendre,False,False,True
message,1655,NOUN,message,False,False,True
rapporté,1654,VERB,rapporter,False,False,True
sèches,1654,ADJ,sec,False,False,True
pêcheurs,1654,NOUN,pêcheur,False,False,True
profita,1654,VERB,profiter,False,False,True
chauffeur,1654,NOUN,chauffeur,False,False,True
mensonges,1653,NOUN,mensonge,False,False,True
spectre,1653,NOUN,spectre,False,False,True
exquis,1653,ADJ,exquis,False,False,True
déteste,1653,VERB,détester,False,False,True
revêtu,1653,ADJ,revêtir,False,False,True
révélé,1653,VERB,révéler,False,False,True
frémissant,1652,VERB,frémir,False,False,True
devinrent,1651,VERB,devenir,False,False,True
intéressante,1651,ADJ,intéressant,False,False,True
condamner,1651,VERB,condamner,False,False,True
effaré,1651,VERB,effarer,False,False,True
méditation,1651,NOUN,méditation,False,False,True
hôtesse,1650,ADJ,hôtess,False,False,True
bataillon,1649,NOUN,bataillon,False,False,True
mécontent,1649,VERB,méconter,False,False,True
méfiance,1649,NOUN,méfiance,False,False,True
appartenir,1647,VERB,appartenir,False,False,True
terriblement,1647,ADV,terriblement,False,False,True
assassiner,1646,VERB,assassiner,False,False,True
réplique,1646,VERB,réplique,False,False,True
coton,1645,NOUN,coton,False,False,True
chiffres,1645,NOUN,chiffre,False,False,True
brutale,1645,ADJ,brutal,False,False,True
affections,1645,NOUN,affection,False,False,True
joignant,1644,VERB,joindre,False,False,True
adorée,1644,VERB,adorer,False,False,True
rides,1644,NOUN,ride,False,False,True
roseaux,1642,NOUN,roseau,False,False,True
resterait,1641,VERB,rester,False,False,True
rejoint,1641,VERB,rejoindre,False,False,True
mèche,1641,NOUN,mèche,False,False,True
servaient,1641,VERB,servir,False,False,True
broussailles,1641,NOUN,broussaille,False,False,True
commandé,1641,VERB,commander,False,False,True
emportée,1640,VERB,emporter,False,False,True
condamnation,1640,NOUN,condamnation,False,False,True
talus,1640,ADV,talus,False,False,True
pressée,1639,VERB,presser,False,False,True
volontairement,1639,ADV,volontairement,False,False,True
proprement,1638,ADV,proprement,False,False,True
plaignait,1637,VERB,plaindre,False,False,True
élevant,1637,VERB,élever,False,False,True
humblement,1636,ADV,humblement,False,False,True
adressée,1633,VERB,adresser,False,False,True
centaine,1633,NOUN,centaine,False,False,True
descendaient,1632,VERB,descendre,False,False,True
aimables,1632,NOUN,aimable,False,False,True
expliquez,1632,VERB,expliquer,False,False,True
sors,1632,VERB,sortir,False,False,True
